BRAND,BRAND_BELONGS_TO_CATEGORY,RECEIPTS,OFFER,RETAILER,cleaned_offer,cleaned_retailer,cleaned_brand,cleaned_brand_category,cleaned_data
CASEYS GENERAL STORE,Cooking & Baking,58,2 Pack OR 2 Liter AND Whole Pizza at Casey's,CASEYS GENERAL STORE,pack liter pizza casey,casey gener store,casey gener store,cook bake,pack liter pizza casey casey gener store pack liter pizza casey cook bake
CASEYS GENERAL STORE,Cooking & Baking,58,Select Beverages AND Prepared Food Item at Casey's,CASEYS GENERAL STORE,select beverag prepar food item casey,casey gener store,casey gener store,cook bake,select beverag prepar food item casey casey gener store select beverag prepar food item casey cook bake
CASEYS GENERAL STORE,Cooking & Baking,58,"Fresh Bakery items, select varieties, at Casey's",CASEYS GENERAL STORE,fresh bakeri item select varieti casey,casey gener store,casey gener store,cook bake,fresh bakeri item select varieti casey casey gener store fresh bakeri item select varieti casey cook bake
CASEYS GENERAL STORE,Cooking & Baking,58,Spend $5 on brisket mac & cheese sandwich OR other single-serve prepared food item,CASEYS GENERAL STORE,spend brisket mac chees sandwich singl serv prepar food item,casey gener store,casey gener store,cook bake,spend brisket mac chees sandwich singl serv prepar food item casey gener store spend brisket mac chees sandwich singl serv prepar food item cook bake
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Order from Casey's app or Caseys.com,CASEYS GENERAL STORE,order casey app caseyscom,casey gener store,casey gener store,frozen pizza pizza snack,order casey app caseyscom casey gener store order casey app caseyscom frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Spend $25 at Casey's,CASEYS GENERAL STORE,spend casey,casey gener store,casey gener store,frozen pizza pizza snack,spend casey casey gener store spend casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Spend $5 in-store at Casey's,CASEYS GENERAL STORE,spend store casey,casey gener store,casey gener store,frozen pizza pizza snack,spend store casey casey gener store spend store casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Select beverages AND prepared food items at Casey's,CASEYS GENERAL STORE,select beverag prepar food item casey,casey gener store,casey gener store,frozen pizza pizza snack,select beverag prepar food item casey casey gener store select beverag prepar food item casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Visit OR order online from Casey's 7 times,CASEYS GENERAL STORE,visit order onlin casey time,casey gener store,casey gener store,frozen pizza pizza snack,visit order onlin casey time casey gener store visit order onlin casey time frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Spend $5 on single-serve prepared food items at Casey's,CASEYS GENERAL STORE,spend singl serv prepar food item casey,casey gener store,casey gener store,frozen pizza pizza snack,spend singl serv prepar food item casey casey gener store spend singl serv prepar food item casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,12 Pack OR 2 Liter AND Whole Pizza Pie at Casey's,CASEYS GENERAL STORE,pack liter pizza pie casey,casey gener store,casey gener store,frozen pizza pizza snack,pack liter pizza pie casey casey gener store pack liter pizza pie casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Whole Pizza at Casey's,CASEYS GENERAL STORE,pizza casey,casey gener store,casey gener store,frozen pizza pizza snack,pizza casey casey gener store pizza casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Wings OR Cheesy Breadsticks at Casey's,CASEYS GENERAL STORE,wing cheesi breadstick casey,casey gener store,casey gener store,frozen pizza pizza snack,wing cheesi breadstick casey casey gener store wing cheesi breadstick casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Whole Pizza Pie at Casey's,CASEYS GENERAL STORE,pizza pie casey,casey gener store,casey gener store,frozen pizza pizza snack,pizza pie casey casey gener store pizza pie casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Frozen OR Fountain Drink at Casey's,CASEYS GENERAL STORE,frozen fountain drink casey,casey gener store,casey gener store,frozen pizza pizza snack,frozen fountain drink casey casey gener store frozen fountain drink casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Spend $10 in-store at Casey's,CASEYS GENERAL STORE,spend store casey,casey gener store,casey gener store,frozen pizza pizza snack,spend store casey casey gener store spend store casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,"Fresh bakery item, select varieties, at Casey's",CASEYS GENERAL STORE,fresh bakeri item select varieti casey,casey gener store,casey gener store,frozen pizza pizza snack,fresh bakeri item select varieti casey casey gener store fresh bakeri item select varieti casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Whole pizza at Casey's,CASEYS GENERAL STORE,pizza casey,casey gener store,casey gener store,frozen pizza pizza snack,pizza casey casey gener store pizza casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,12 Pack OR 2 Liter AND Whole Pizza at Casey's,CASEYS GENERAL STORE,pack liter pizza casey,casey gener store,casey gener store,frozen pizza pizza snack,pack liter pizza casey casey gener store pack liter pizza casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Frozen OR Fountain Drink at Casey's,CASEYS GENERAL STORE,frozen fountain drink casey,casey gener store,casey gener store,frozen pizza pizza snack,frozen fountain drink casey casey gener store frozen fountain drink casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Visit OR order online from Casey's 3 times,CASEYS GENERAL STORE,visit order onlin casey time,casey gener store,casey gener store,frozen pizza pizza snack,visit order onlin casey time casey gener store visit order onlin casey time frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Visit OR order online from Casey's 5 times,CASEYS GENERAL STORE,visit order onlin casey time,casey gener store,casey gener store,frozen pizza pizza snack,visit order onlin casey time casey gener store visit order onlin casey time frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,12 pack OR 2 liter AND Whole Pizza at Casey's,CASEYS GENERAL STORE,pack liter pizza casey,casey gener store,casey gener store,frozen pizza pizza snack,pack liter pizza casey casey gener store pack liter pizza casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Whole Pizza at Casey's,CASEYS GENERAL STORE,pizza casey,casey gener store,casey gener store,frozen pizza pizza snack,pizza casey casey gener store pizza casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,"Fresh Bakery Products at Casey's, select varieties",CASEYS GENERAL STORE,fresh bakeri product casey select varieti,casey gener store,casey gener store,frozen pizza pizza snack,fresh bakeri product casey select varieti casey gener store fresh bakeri product casey select varieti frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Spend $10 on Casey's branded packaged products,CASEYS GENERAL STORE,spend casey brand packag product,casey gener store,casey gener store,frozen pizza pizza snack,spend casey brand packag product casey gener store spend casey brand packag product frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,2 Pack OR 2 Liter AND Whole Pizza at Casey's,CASEYS GENERAL STORE,pack liter pizza casey,casey gener store,casey gener store,frozen pizza pizza snack,pack liter pizza casey casey gener store pack liter pizza casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Select Beverages AND Prepared Food Item at Casey's,CASEYS GENERAL STORE,select beverag prepar food item casey,casey gener store,casey gener store,frozen pizza pizza snack,select beverag prepar food item casey casey gener store select beverag prepar food item casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,"Fresh Bakery items, select varieties, at Casey's",CASEYS GENERAL STORE,fresh bakeri item select varieti casey,casey gener store,casey gener store,frozen pizza pizza snack,fresh bakeri item select varieti casey casey gener store fresh bakeri item select varieti casey frozen pizza pizza snack
CASEYS GENERAL STORE,Frozen Pizza & Pizza Snacks,42,Spend $5 on brisket mac & cheese sandwich OR other single-serve prepared food item,CASEYS GENERAL STORE,spend brisket mac chees sandwich singl serv prepar food item,casey gener store,casey gener store,frozen pizza pizza snack,spend brisket mac chees sandwich singl serv prepar food item casey gener store spend brisket mac chees sandwich singl serv prepar food item frozen pizza pizza snack
FRUTERO,Frozen Desserts,46,"Frutero Ice Cream, 1 pint",Unknown,frutero ice cream pint,unknown,frutero,frozen dessert,frutero ice cream pint unknown frutero ice cream pint frozen dessert
FRUTERO,Frozen Fruits,20,"Frutero Ice Cream, 1 pint",Unknown,frutero ice cream pint,unknown,frutero,frozen fruit,frutero ice cream pint unknown frutero ice cream pint frozen fruit
VONS,Spirits,39,Any Vons receipt,VONS,von receipt,von,von,spirit,von receipt von von receipt spirit
VONS,Spirits,39,Spend $150 at Vons,VONS,spend von,von,von,spirit,spend von von spend von spirit
VONS,Spirits,39,Spend $100 at Vons,VONS,spend von,von,von,spirit,spend von von spend von spirit
VONS,Spirits,39,Spend $275 at Vons,VONS,spend von,von,von,spirit,spend von von spend von spirit
VONS,Spirits,39,Shop 2 times at Vons,VONS,shop time von,von,von,spirit,shop time von von shop time von spirit
EMMYS POP UP,Cookies,38,Emmy's Organics® Cookies OR Brownie Snaps,Unknown,emmi organ cooki browni snap,unknown,emmi pop,cooki,emmi organ cooki browni snap unknown emmi organ cooki browni snap cooki
STAR MARKET,Cooking & Baking,35,Spend $90 at Star Market,STAR MARKET,spend star market,star market,star market,cook bake,spend star market star market spend star market cook bake
STAR MARKET,Cooking & Baking,35,Shop 2 times at Star Market,STAR MARKET,shop time star market,star market,star market,cook bake,shop time star market star market shop time star market cook bake
STAR MARKET,Cooking & Baking,35,Spend $120 at Star Market,STAR MARKET,spend star market,star market,star market,cook bake,spend star market star market spend star market cook bake
STAR MARKET,Cooking & Baking,35,Spend $220 at Star Market,STAR MARKET,spend star market,star market,star market,cook bake,spend star market star market spend star market cook bake
STAR MARKET,Cooking & Baking,35,Any Star Market receipt,STAR MARKET,star market receipt,star market,star market,cook bake,star market receipt star market star market receipt cook bake
PROMISED LAND DAIRY,Milk,32,"Promised Land Dairy Milk, 52-ounce",Unknown,promis land dairi milk ounc,unknown,promis land dairi,milk,promis land dairi milk ounc unknown promis land dairi milk ounc milk
FLONASE,Medicines & Treatments,32,"Flonase Allergy Relief, at Walmart",WALMART,flonas allergi relief walmart,walmart,flonas,medicin treatment,flonas allergi relief walmart walmart flonas allergi relief walmart medicin treatment
SHAWS,Cooking & Baking,28,Spend $140 at Shaws,SHAWS,spend shaw,shaw,shaw,cook bake,spend shaw shaw spend shaw cook bake
SHAWS,Cooking & Baking,28,Spend $185 at Shaws,SHAWS,spend shaw,shaw,shaw,cook bake,spend shaw shaw spend shaw cook bake
SHAWS,Cooking & Baking,28,Shop 2 times at Shaw's,SHAWS,shop time shaw,shaw,shaw,cook bake,shop time shaw shaw shop time shaw cook bake
SHAWS,Cooking & Baking,28,Any Shaw's receipt,SHAWS,shaw receipt,shaw,shaw,cook bake,shaw receipt shaw shaw receipt cook bake
SHAWS,Cooking & Baking,28,Spend $300 at Shaws,SHAWS,spend shaw,shaw,shaw,cook bake,spend shaw shaw spend shaw cook bake
EGGLIFE,Eggs,27,Egglife Egg White Wraps at Aldi,ALDI,egglif egg white wrap aldi,aldi,egglif,egg,egglif egg white wrap aldi aldi egglif egg white wrap aldi egg
BRITA,Water,24,Brita® Pitcher AND Filter,Unknown,brita pitcher filter,unknown,brita,water,brita pitcher filter unknown brita pitcher filter water
BRITA,Water,24,Brita® Standard OR Elite Filters,Unknown,brita standard elit filter,unknown,brita,water,brita standard elit filter unknown brita standard elit filter water
BRITA,Water,24,Brita® Pitcher OR Dispenser,Unknown,brita pitcher dispens,unknown,brita,water,brita pitcher dispens unknown brita pitcher dispens water
BRITA,Household Supplies,20,Brita® Pitcher AND Filter,Unknown,brita pitcher filter,unknown,brita,household suppli,brita pitcher filter unknown brita pitcher filter household suppli
BRITA,Household Supplies,20,Brita® Standard OR Elite Filters,Unknown,brita standard elit filter,unknown,brita,household suppli,brita standard elit filter unknown brita standard elit filter household suppli
BRITA,Household Supplies,20,Brita® Pitcher OR Dispenser,Unknown,brita pitcher dispens,unknown,brita,household suppli,brita pitcher dispens unknown brita pitcher dispens household suppli
BLUE APRON,Cooking & Baking,19,Blue Apron Meal Kits,BLUE APRON,blue apron meal kit,blue apron,blue apron,cook bake,blue apron meal kit blue apron blue apron meal kit cook bake
PUREX,Laundry Supplies,18,"Purex® laundry detergent, select varieties, at Walmart",WALMART,purex laundri deterg select varieti walmart,walmart,purex,laundri suppli,purex laundri deterg select varieti walmart walmart purex laundri deterg select varieti walmart laundri suppli
STUBBORN SODA,Carbonated Soft Drinks,16,"Stubborn Soda OR Bundaberg Ginger Beer, select varieties, at Amazon Storefront*",AMAZON,stubborn soda bundaberg ginger beer select varieti amazon storefront,amazon,stubborn soda,carbon soft drink,stubborn soda bundaberg ginger beer select varieti amazon storefront amazon stubborn soda bundaberg ginger beer select varieti amazon storefront carbon soft drink
PAVILIONS,Cooking & Baking,15,Spend $155 at Pavilions,PAVILIONS,spend pavilion,pavilion,pavilion,cook bake,spend pavilion pavilion spend pavilion cook bake
PAVILIONS,Cooking & Baking,15,Shop 2 times at Pavilions,PAVILIONS,shop time pavilion,pavilion,pavilion,cook bake,shop time pavilion pavilion shop time pavilion cook bake
PAVILIONS,Cooking & Baking,15,Spend $100 at Pavilions,PAVILIONS,spend pavilion,pavilion,pavilion,cook bake,spend pavilion pavilion spend pavilion cook bake
PAVILIONS,Cooking & Baking,15,Any Pavilions receipt,PAVILIONS,pavilion receipt,pavilion,pavilion,cook bake,pavilion receipt pavilion pavilion receipt cook bake
PAVILIONS,Cooking & Baking,15,Spend $270 at Pavilions,PAVILIONS,spend pavilion,pavilion,pavilion,cook bake,spend pavilion pavilion spend pavilion cook bake
